Date,COPPER-mini
2000-03-10 00:00:00+00:00,-0.01856436
2000-03-13 00:00:00+00:00,-0.00437227
2000-03-14 00:00:00+00:00,0.03128911
2000-03-15 00:00:00+00:00,0.01786815
2000-03-16 00:00:00+00:00,0.01892552
2000-03-17 00:00:00+00:00,-0.01148730
2000-03-20 00:00:00+00:00,-0.01581509
2000-03-21 00:00:00+00:00,0.02697731
2000-03-22 00:00:00+00:00,-0.00725953
2000-03-23 00:00:00+00:00,0.00303582
2000-03-24 00:00:00+00:00,-0.01696970
2000-03-27 00:00:00+00:00,-0.01772616
2000-03-28 00:00:00+00:00,0.00246761
2000-03-29 00:00:00+00:00,0.00739372
2000-03-30 00:00:00+00:00,-0.00122775
2000-03-31 00:00:00+00:00,-0.00614251
2000-04-03 00:00:00+00:00,-0.00616143
2000-04-04 00:00:00+00:00,-0.02224969
2000-04-05 00:00:00+00:00,-0.00312500
2000-04-06 00:00:00+00:00,-0.06700063
2000-04-07 00:00:00+00:00,0.01165803
2000-04-10 00:00:00+00:00,0.02060528
2000-04-11 00:00:00+00:00,0.01019758
2000-04-12 00:00:00+00:00,-0.00507292
2000-04-13 00:00:00+00:00,-0.01907184
2000-04-14 00:00:00+00:00,-0.04107831
2000-04-17 00:00:00+00:00,-0.02621232
2000-04-18 00:00:00+00:00,0.05577689
2000-04-19 00:00:00+00:00,0.01356589
2000-04-20 00:00:00+00:00,-0.01026958
2000-04-24 00:00:00+00:00,0.00000000
2000-04-25 00:00:00+00:00,0.05935484
2000-04-26 00:00:00+00:00,-0.01690670
2000-04-27 00:00:00+00:00,0.01136364
2000-04-28 00:00:00+00:00,-0.00188324
2000-05-01 00:00:00+00:00,0.01005025
2000-05-02 00:00:00+00:00,0.05125000
2000-05-03 00:00:00+00:00,-0.00791236
2000-05-04 00:00:00+00:00,0.00122175
2000-05-05 00:00:00+00:00,0.04453935
2000-05-08 00:00:00+00:00,-0.01368233
2000-05-09 00:00:00+00:00,-0.00718133
2000-05-10 00:00:00+00:00,-0.00481638
2000-05-11 00:00:00+00:00,0.00482800
2000-05-12 00:00:00+00:00,0.03192771
2000-05-15 00:00:00+00:00,-0.00651273
2000-05-16 00:00:00+00:00,0.02379536
2000-05-17 00:00:00+00:00,-0.01762632
2000-05-18 00:00:00+00:00,0.00474496
2000-05-19 00:00:00+00:00,-0.00532544
2000-05-22 00:00:00+00:00,-0.02611276
2000-05-23 00:00:00+00:00,0.00902527
2000-05-24 00:00:00+00:00,0.00958658
2000-05-25 00:00:00+00:00,-0.01371497
2000-05-26 00:00:00+00:00,0.00660661
2000-05-30 00:00:00+00:00,-0.05445841
2000-05-31 00:00:00+00:00,0.00554529
2000-06-01 00:00:00+00:00,-0.00675261
2000-06-02 00:00:00+00:00,-0.04436229
2000-06-05 00:00:00+00:00,0.02269861
2000-06-06 00:00:00+00:00,0.00623441
2000-06-07 00:00:00+00:00,-0.02299565
2000-06-08 00:00:00+00:00,0.00629327
2000-06-09 00:00:00+00:00,0.00250784
2000-06-12 00:00:00+00:00,-0.00877193
2000-06-13 00:00:00+00:00,0.01762115
2000-06-14 00:00:00+00:00,0.01933874
2000-06-15 00:00:00+00:00,0.02163164
2000-06-16 00:00:00+00:00,0.01528117
2000-06-19 00:00:00+00:00,0.00910194
2000-06-20 00:00:00+00:00,-0.03562802
2000-06-21 00:00:00+00:00,0.02890529
2000-06-22 00:00:00+00:00,-0.01637375
2000-06-23 00:00:00+00:00,-0.01651376
2000-06-26 00:00:00+00:00,0.03146206
2000-06-27 00:00:00+00:00,-0.01215067
2000-06-28 00:00:00+00:00,0.00305810
2000-06-29 00:00:00+00:00,0.00000000
2000-06-30 00:00:00+00:00,0.01343922
2000-07-05 00:00:00+00:00,-0.00364078
2000-07-06 00:00:00+00:00,-0.02431611
2000-07-07 00:00:00+00:00,0.00431300
2000-07-10 00:00:00+00:00,0.01720959
2000-07-11 00:00:00+00:00,0.01157125
2000-07-12 00:00:00+00:00,0.01452785
2000-07-13 00:00:00+00:00,-0.00540865
2000-07-14 00:00:00+00:00,-0.00060277
2000-07-17 00:00:00+00:00,0.03980700
2000-07-18 00:00:00+00:00,0.00236407
2000-07-19 00:00:00+00:00,0.00118064
2000-07-20 00:00:00+00:00,0.00354191
2000-07-21 00:00:00+00:00,0.04363208
2000-07-24 00:00:00+00:00,0.00461361
2000-07-25 00:00:00+00:00,0.00345423
2000-07-26 00:00:00+00:00,-0.01954023
2000-07-27 00:00:00+00:00,0.02322880
2000-07-28 00:00:00+00:00,-0.00631096
2000-07-31 00:00:00+00:00,0.01554404
2000-08-01 00:00:00+00:00,-0.00228702
2000-08-02 00:00:00+00:00,-0.00858615
2000-08-03 00:00:00+00:00,-0.00287356
2000-08-04 00:00:00+00:00,0.00978136
2000-08-07 00:00:00+00:00,-0.00229095
2000-08-08 00:00:00+00:00,-0.02181401
2000-08-09 00:00:00+00:00,0.02727800
2000-08-10 00:00:00+00:00,-0.02060675
2000-08-11 00:00:00+00:00,-0.01098901
2000-08-14 00:00:00+00:00,0.01745201
2000-08-15 00:00:00+00:00,0.00807382
2000-08-16 00:00:00+00:00,-0.00861574
2000-08-17 00:00:00+00:00,0.00577034
2000-08-18 00:00:00+00:00,-0.00863061
2000-08-21 00:00:00+00:00,-0.02312139
2000-08-22 00:00:00+00:00,0.00878220
2000-08-23 00:00:00+00:00,-0.00174946
2000-08-24 00:00:00+00:00,0.01167542
2000-08-25 00:00:00+00:00,0.00290023
2000-08-28 00:00:00+00:00,-0.00579710
2000-08-29 00:00:00+00:00,0.04302326
2000-08-30 00:00:00+00:00,0.02047782
2000-08-31 00:00:00+00:00,0.00055741
2000-09-01 00:00:00+00:00,0.00614525
2000-09-05 00:00:00+00:00,0.03509749
2000-09-06 00:00:00+00:00,-0.00986301
2000-09-07 00:00:00+00:00,0.00715859
2000-09-08 00:00:00+00:00,0.01096491
2000-09-11 00:00:00+00:00,0.00544662
2000-09-12 00:00:00+00:00,0.03367735
2000-09-13 00:00:00+00:00,-0.00106838
2000-09-14 00:00:00+00:00,-0.00053447
2000-09-15 00:00:00+00:00,-0.01069519
2000-09-18 00:00:00+00:00,-0.00376547
2000-09-19 00:00:00+00:00,0.00646900
2000-09-20 00:00:00+00:00,-0.04083826
2000-09-21 00:00:00+00:00,0.04997254
2000-09-22 00:00:00+00:00,-0.01338330
2000-09-25 00:00:00+00:00,0.01508621
2000-09-26 00:00:00+00:00,-0.02406417
2000-09-27 00:00:00+00:00,-0.00433135
2000-09-28 00:00:00+00:00,-0.00542594
2000-09-29 00:00:00+00:00,0.00217628
2000-10-02 00:00:00+00:00,-0.04508419
2000-10-03 00:00:00+00:00,0.00723026
2000-10-04 00:00:00+00:00,-0.00886427
2000-10-05 00:00:00+00:00,0.02169077
2000-10-06 00:00:00+00:00,-0.01317234
2000-10-09 00:00:00+00:00,-0.01766004
2000-10-10 00:00:00+00:00,0.01784718
2000-10-11 00:00:00+00:00,-0.00607399
2000-10-12 00:00:00+00:00,-0.04046563
2000-10-13 00:00:00+00:00,0.02210884
2000-10-16 00:00:00+00:00,0.00504202
2000-10-17 00:00:00+00:00,-0.02348993
2000-10-18 00:00:00+00:00,-0.02208381
2000-10-19 00:00:00+00:00,0.00172018
2000-10-20 00:00:00+00:00,-0.02462772
2000-10-23 00:00:00+00:00,0.01276102
2000-10-24 00:00:00+00:00,-0.00288184
2000-10-25 00:00:00+00:00,-0.02772964
2000-10-26 00:00:00+00:00,-0.04574780
2000-10-27 00:00:00+00:00,0.02826218
2000-10-30 00:00:00+00:00,0.00355450
2000-10-31 00:00:00+00:00,0.00828893
2000-11-01 00:00:00+00:00,-0.02946376
2000-11-02 00:00:00+00:00,0.00478469
2000-11-03 00:00:00+00:00,0.00059666
2000-11-06 00:00:00+00:00,-0.02742993
2000-11-07 00:00:00+00:00,0.00845921
2000-11-08 00:00:00+00:00,0.01324503
2000-11-09 00:00:00+00:00,0.01076555
2000-11-10 00:00:00+00:00,-0.00416419
2000-11-13 00:00:00+00:00,-0.04054860
2000-11-14 00:00:00+00:00,0.01583435
2000-11-15 00:00:00+00:00,-0.00120846
2000-11-16 00:00:00+00:00,-0.01632406
2000-11-17 00:00:00+00:00,0.00914634
2000-11-20 00:00:00+00:00,0.00060643
2000-11-21 00:00:00+00:00,0.00666667
2000-11-22 00:00:00+00:00,-0.01630454
2000-11-27 00:00:00+00:00,0.05176614
2000-11-28 00:00:00+00:00,0.02256532
2000-11-29 00:00:00+00:00,0.00704225
2000-11-30 00:00:00+00:00,-0.02738928
2000-12-01 00:00:00+00:00,0.02838557
2000-12-04 00:00:00+00:00,0.00757135
2000-12-05 00:00:00+00:00,0.01508121
2000-12-06 00:00:00+00:00,0.01898734
2000-12-07 00:00:00+00:00,0.00683761
2000-12-08 00:00:00+00:00,0.02213394
2000-12-11 00:00:00+00:00,0.00280584
2000-12-12 00:00:00+00:00,-0.01346046
2000-12-13 00:00:00+00:00,-0.00451977
2000-12-14 00:00:00+00:00,0.01698754
2000-12-15 00:00:00+00:00,-0.04206394
2000-12-18 00:00:00+00:00,0.00229358
2000-12-19 00:00:00+00:00,-0.00801374
2000-12-20 00:00:00+00:00,-0.02357677
2000-12-21 00:00:00+00:00,-0.01280559
2000-12-22 00:00:00+00:00,0.00644405
2000-12-26 00:00:00+00:00,0.01225919
2000-12-27 00:00:00+00:00,-0.02898551
2000-12-28 00:00:00+00:00,0.00589971
2000-12-29 00:00:00+00:00,-0.01471454
2001-01-02 00:00:00+00:00,-0.06820878
2001-01-03 00:00:00+00:00,0.00739372
2001-01-04 00:00:00+00:00,-0.01346389
2001-01-05 00:00:00+00:00,0.02897657
2001-01-08 00:00:00+00:00,0.00788357
2001-01-09 00:00:00+00:00,-0.00482800
2001-01-10 00:00:00+00:00,0.00242424
2001-01-11 00:00:00+00:00,0.00726392
2001-01-12 00:00:00+00:00,0.02408188
2001-01-16 00:00:00+00:00,-0.03802733
2001-01-17 00:00:00+00:00,0.00668287
2001-01-18 00:00:00+00:00,0.07552870
2001-01-19 00:00:00+00:00,-0.02959954
2001-01-22 00:00:00+00:00,0.00117994
2001-01-23 00:00:00+00:00,0.00353982
2001-01-24 00:00:00+00:00,-0.02710666
2001-01-25 00:00:00+00:00,0.00479042
2001-01-26 00:00:00+00:00,0.00597372
2001-01-29 00:00:00+00:00,-0.01547619
2001-01-30 00:00:00+00:00,0.01801802
2001-01-31 00:00:00+00:00,0.00713436
2001-02-01 00:00:00+00:00,0.00591366
2001-02-02 00:00:00+00:00,-0.01239669
2001-02-05 00:00:00+00:00,-0.03565062
2001-02-06 00:00:00+00:00,0.01272727
2001-02-07 00:00:00+00:00,-0.00602047
2001-02-08 00:00:00+00:00,0.00362100
2001-02-09 00:00:00+00:00,-0.01928873
2001-02-12 00:00:00+00:00,-0.00548780
2001-02-13 00:00:00+00:00,0.01773700
2001-02-14 00:00:00+00:00,-0.00363857
2001-02-15 00:00:00+00:00,0.01338200
2001-02-16 00:00:00+00:00,-0.00543478
2001-02-20 00:00:00+00:00,-0.00848485
2001-02-21 00:00:00+00:00,-0.04570384
2001-02-22 00:00:00+00:00,-0.00000000
2001-02-23 00:00:00+00:00,-0.01310861
2001-02-26 00:00:00+00:00,0.02512563
2001-02-27 00:00:00+00:00,0.00870106
2001-02-28 00:00:00+00:00,0.01170672
2001-03-01 00:00:00+00:00,0.02082058
2001-03-02 00:00:00+00:00,0.01151515
2001-03-05 00:00:00+00:00,0.02411091
2001-03-06 00:00:00+00:00,0.02261905
2001-03-07 00:00:00+00:00,-0.01706886
2001-03-08 00:00:00+00:00,-0.02672209
2001-03-09 00:00:00+00:00,0.01265060
2001-03-12 00:00:00+00:00,-0.00418911
2001-03-13 00:00:00+00:00,-0.02159568
2001-03-14 00:00:00+00:00,-0.01576713
2001-03-15 00:00:00+00:00,-0.00611247
2001-03-16 00:00:00+00:00,-0.04046597
2001-03-19 00:00:00+00:00,0.01314966
2001-03-20 00:00:00+00:00,0.00684080
2001-03-21 00:00:00+00:00,-0.02107874
2001-03-22 00:00:00+00:00,-0.02255639
2001-03-23 00:00:00+00:00,0.00506971
2001-03-26 00:00:00+00:00,-0.00252845
2001-03-27 00:00:00+00:00,0.01772152
2001-03-28 00:00:00+00:00,-0.04579674
2001-03-29 00:00:00+00:00,0.00642261
2001-03-30 00:00:00+00:00,-0.03072983
2001-04-02 00:00:00+00:00,-0.00650195
2001-04-03 00:00:00+00:00,0.01239400
2001-04-04 00:00:00+00:00,0.00000000
2001-04-05 00:00:00+00:00,0.00777706
2001-04-06 00:00:00+00:00,-0.04196256
2001-04-09 00:00:00+00:00,0.02376238
2001-04-10 00:00:00+00:00,0.02674494
2001-04-11 00:00:00+00:00,-0.01223439
2001-04-12 00:00:00+00:00,0.00518471
2001-04-16 00:00:00+00:00,0.00193924
2001-04-17 00:00:00+00:00,-0.00839251
2001-04-18 00:00:00+00:00,0.05382620
2001-04-19 00:00:00+00:00,-0.02904040
2001-04-20 00:00:00+00:00,0.00512492
2001-04-23 00:00:00+00:00,-0.03961661
2001-04-24 00:00:00+00:00,0.00521512
2001-04-25 00:00:00+00:00,0.00779727
2001-04-26 00:00:00+00:00,-0.01165049
2001-04-27 00:00:00+00:00,0.00455729
2001-04-30 00:00:00+00:00,0.01884340
2001-05-01 00:00:00+00:00,0.01737452
2001-05-02 00:00:00+00:00,0.03061224
2001-05-03 00:00:00+00:00,-0.01129944
2001-05-04 00:00:00+00:00,-0.01389766
2001-05-07 00:00:00+00:00,0.00254615
2001-05-08 00:00:00+00:00,-0.04450095
2001-05-09 00:00:00+00:00,-0.01301236
2001-05-10 00:00:00+00:00,-0.01047806
2001-05-11 00:00:00+00:00,0.01053325
2001-05-14 00:00:00+00:00,-0.02161100
2001-05-15 00:00:00+00:00,-0.00066225
2001-05-16 00:00:00+00:00,0.00397351
2001-05-17 00:00:00+00:00,0.03040317
2001-05-18 00:00:00+00:00,0.04814574
2001-05-21 00:00:00+00:00,0.03873016
2001-05-22 00:00:00+00:00,-0.02739726
2001-05-23 00:00:00+00:00,-0.00252685
2001-05-24 00:00:00+00:00,0.00695762
2001-05-25 00:00:00+00:00,-0.00315060
2001-05-29 00:00:00+00:00,-0.06119874
2001-05-30 00:00:00+00:00,-0.01043025
2001-05-31 00:00:00+00:00,-0.01377049
2001-06-01 00:00:00+00:00,-0.01386139
2001-06-04 00:00:00+00:00,0.00066489
2001-06-05 00:00:00+00:00,0.02526596
2001-06-06 00:00:00+00:00,-0.02101116
2001-06-07 00:00:00+00:00,-0.00796284
2001-06-08 00:00:00+00:00,-0.05200000
2001-06-11 00:00:00+00:00,0.00205339
2001-06-12 00:00:00+00:00,-0.00888585
2001-06-13 00:00:00+00:00,-0.01030220
2001-06-14 00:00:00+00:00,0.00690131
2001-06-15 00:00:00+00:00,-0.01994498
2001-06-18 00:00:00+00:00,0.00208478
2001-06-19 00:00:00+00:00,0.01318529
2001-06-20 00:00:00+00:00,-0.02894555
2001-06-21 00:00:00+00:00,0.01677149
2001-06-22 00:00:00+00:00,-0.01940421
2001-06-25 00:00:00+00:00,-0.00139958
2001-06-26 00:00:00+00:00,0.01330532
2001-06-27 00:00:00+00:00,0.00974930
2001-06-28 00:00:00+00:00,-0.03742204
2001-06-29 00:00:00+00:00,0.00776836
2001-07-02 00:00:00+00:00,0.02102313
2001-07-03 00:00:00+00:00,-0.02011096
2001-07-05 00:00:00+00:00,-0.02100840
2001-07-06 00:00:00+00:00,0.01345609
2001-07-09 00:00:00+00:00,-0.00421941
2001-07-10 00:00:00+00:00,0.02325581
2001-07-11 00:00:00+00:00,-0.01183844
2001-07-12 00:00:00+00:00,-0.02242467
2001-07-13 00:00:00+00:00,0.00425230
2001-07-16 00:00:00+00:00,0.00777935
2001-07-17 00:00:00+00:00,0.02536998
2001-07-18 00:00:00+00:00,-0.03407510
2001-07-19 00:00:00+00:00,-0.02901628
2001-07-20 00:00:00+00:00,0.01077586
2001-07-23 00:00:00+00:00,-0.03357143
2001-07-24 00:00:00+00:00,-0.00726744
2001-07-25 00:00:00+00:00,0.00583516
2001-07-26 00:00:00+00:00,-0.00727273
2001-07-27 00:00:00+00:00,-0.01969365
2001-07-30 00:00:00+00:00,-0.00073692
2001-07-31 00:00:00+00:00,0.01031688
2001-08-01 00:00:00+00:00,0.01538462
2001-08-02 00:00:00+00:00,-0.01745455
2001-08-03 00:00:00+00:00,-0.01247249
2001-08-06 00:00:00+00:00,-0.01772526
2001-08-07 00:00:00+00:00,-0.00521610
2001-08-08 00:00:00+00:00,-0.02242152
2001-08-09 00:00:00+00:00,0.01511716
2001-08-10 00:00:00+00:00,-0.01350338
2001-08-13 00:00:00+00:00,-0.01510574
2001-08-14 00:00:00+00:00,0.02511416
2001-08-15 00:00:00+00:00,-0.02028550
2001-08-16 00:00:00+00:00,0.02809415
2001-08-17 00:00:00+00:00,0.05239521
2001-08-20 00:00:00+00:00,-0.02842566
2001-08-21 00:00:00+00:00,-0.01404287
2001-08-22 00:00:00+00:00,0.01638124
2001-08-23 00:00:00+00:00,0.02066402
2001-08-24 00:00:00+00:00,-0.00584368
2001-08-27 00:00:00+00:00,0.03440703
2001-08-28 00:00:00+00:00,-0.01079914
2001-08-29 00:00:00+00:00,0.01302460
2001-08-30 00:00:00+00:00,-0.00862689
2001-08-31 00:00:00+00:00,-0.00725163
2001-09-04 00:00:00+00:00,-0.02256186
2001-09-05 00:00:00+00:00,-0.00515464
2001-09-06 00:00:00+00:00,-0.03321033
2001-09-07 00:00:00+00:00,-0.02402402
2001-09-10 00:00:00+00:00,-0.00303951
2001-09-11 00:00:00+00:00,0.00000000
2001-09-14 00:00:00+00:00,0.01826484
2001-09-17 00:00:00+00:00,-0.02036199
2001-09-18 00:00:00+00:00,0.00152323
2001-09-19 00:00:00+00:00,-0.00913242
2001-09-20 00:00:00+00:00,-0.00458716
2001-09-21 00:00:00+00:00,0.02528736
2001-09-24 00:00:00+00:00,-0.00605144
2001-09-25 00:00:00+00:00,-0.01669196
2001-09-26 00:00:00+00:00,0.01147666
2001-09-27 00:00:00+00:00,-0.00304183
2001-09-28 00:00:00+00:00,-0.01370906
2001-10-01 00:00:00+00:00,-0.00460123
2001-10-02 00:00:00+00:00,-0.00153728
2001-10-03 00:00:00+00:00,-0.02615385
2001-10-04 00:00:00+00:00,0.00857366
2001-10-05 00:00:00+00:00,-0.01318852
2001-10-08 00:00:00+00:00,0.00936768
2001-10-09 00:00:00+00:00,-0.00621601
2001-10-10 00:00:00+00:00,-0.00467654
2001-10-11 00:00:00+00:00,0.00390625
2001-10-12 00:00:00+00:00,-0.00311769
2001-10-15 00:00:00+00:00,-0.00312256
2001-10-16 00:00:00+00:00,0.01407349
2001-10-17 00:00:00+00:00,-0.01475155
2001-10-18 00:00:00+00:00,-0.02112676
2001-10-19 00:00:00+00:00,-0.02689873
2001-10-22 00:00:00+00:00,0.00481155
2001-10-23 00:00:00+00:00,0.01440000
2001-10-24 00:00:00+00:00,-0.02301587
2001-10-25 00:00:00+00:00,0.01124498
2001-10-26 00:00:00+00:00,0.02875399
2001-10-29 00:00:00+00:00,-0.01259843
2001-10-30 00:00:00+00:00,0.01980983
2001-10-31 00:00:00+00:00,-0.04000000
2001-11-01 00:00:00+00:00,-0.01360000
2001-11-02 00:00:00+00:00,-0.02095085
2001-11-05 00:00:00+00:00,0.00651466
2001-11-06 00:00:00+00:00,-0.00081169
2001-11-07 00:00:00+00:00,-0.03246753
2001-11-08 00:00:00+00:00,0.02887789
2001-11-09 00:00:00+00:00,0.08455285
2001-11-12 00:00:00+00:00,0.05304212
2001-11-13 00:00:00+00:00,0.05775076
2001-11-14 00:00:00+00:00,0.00147710
2001-11-15 00:00:00+00:00,-0.01181684
2001-11-16 00:00:00+00:00,0.02825279
2001-11-19 00:00:00+00:00,0.00366569
2001-11-20 00:00:00+00:00,-0.03001464
2001-11-21 00:00:00+00:00,0.01188707
2001-11-26 00:00:00+00:00,0.01772507
2001-11-27 00:00:00+00:00,0.06222548
2001-11-28 00:00:00+00:00,0.00426439
2001-11-29 00:00:00+00:00,0.02695035
2001-11-30 00:00:00+00:00,0.02140884
2001-12-03 00:00:00+00:00,-0.04849727
2001-12-04 00:00:00+00:00,-0.01400560
2001-12-05 00:00:00+00:00,-0.01622003
2001-12-06 00:00:00+00:00,-0.01849218
2001-12-07 00:00:00+00:00,-0.03086863
2001-12-10 00:00:00+00:00,-0.00145879
2001-12-11 00:00:00+00:00,0.01240876
2001-12-12 00:00:00+00:00,-0.02830189
2001-12-13 00:00:00+00:00,-0.00294551
2001-12-14 00:00:00+00:00,0.00368732
2001-12-17 00:00:00+00:00,0.00883652
2001-12-18 00:00:00+00:00,0.02272727
2001-12-19 00:00:00+00:00,-0.03188406
2001-12-20 00:00:00+00:00,0.00147275
2001-12-21 00:00:00+00:00,0.01766004
2001-12-26 00:00:00+00:00,0.02042305
2001-12-27 00:00:00+00:00,-0.01588448
2001-12-28 00:00:00+00:00,-0.02765648
2001-12-31 00:00:00+00:00,-0.05387454
2002-01-02 00:00:00+00:00,-0.00303490
2002-01-03 00:00:00+00:00,0.01823708
2002-01-04 00:00:00+00:00,0.03162651
2002-01-07 00:00:00+00:00,0.11318223
2002-01-08 00:00:00+00:00,-0.01818182
2002-01-09 00:00:00+00:00,0.01905434
2002-01-10 00:00:00+00:00,-0.02795248
2002-01-11 00:00:00+00:00,0.00850461
2002-01-14 00:00:00+00:00,-0.00141143
2002-01-15 00:00:00+00:00,-0.01765537
2002-01-16 00:00:00+00:00,0.01995723
2002-01-17 00:00:00+00:00,-0.00141143
2002-01-18 00:00:00+00:00,-0.02683616
2002-01-22 00:00:00+00:00,0.01145311
2002-01-23 00:00:00+00:00,0.01708185
2002-01-24 00:00:00+00:00,0.01905434
2002-01-25 00:00:00+00:00,-0.01048218
2002-01-28 00:00:00+00:00,-0.03092059
2002-01-29 00:00:00+00:00,-0.00356888
2002-01-30 00:00:00+00:00,-0.00572246
2002-01-31 00:00:00+00:00,0.10258250
2002-02-01 00:00:00+00:00,0.00886162
2002-02-04 00:00:00+00:00,-0.02172437
2002-02-05 00:00:00+00:00,0.01029513
2002-02-06 00:00:00+00:00,-0.00887372
2002-02-07 00:00:00+00:00,0.02126200
2002-02-08 00:00:00+00:00,-0.00881954
2002-02-11 00:00:00+00:00,-0.01567825
2002-02-12 00:00:00+00:00,0.01443299
2002-02-13 00:00:00+00:00,0.04982935
2002-02-14 00:00:00+00:00,-0.01796407
2002-02-15 00:00:00+00:00,-0.02820685
2002-02-19 00:00:00+00:00,-0.07152589
2002-02-20 00:00:00+00:00,0.00424009
2002-02-21 00:00:00+00:00,0.01551481
2002-02-22 00:00:00+00:00,-0.04058782
2002-02-25 00:00:00+00:00,0.01785714
2002-02-26 00:00:00+00:00,-0.01203966
2002-02-27 00:00:00+00:00,0.03421240
2002-02-28 00:00:00+00:00,0.00000000
2002-03-01 00:00:00+00:00,0.03170227
2002-03-04 00:00:00+00:00,0.02442334
2002-03-05 00:00:00+00:00,-0.00268097
2002-03-06 00:00:00+00:00,0.02684564
2002-03-07 00:00:00+00:00,-0.00529801
2002-03-08 00:00:00+00:00,0.01195219
2002-03-11 00:00:00+00:00,-0.01650165
2002-03-12 00:00:00+00:00,-0.01198402
2002-03-13 00:00:00+00:00,-0.00267917
2002-03-14 00:00:00+00:00,0.01207243
2002-03-15 00:00:00+00:00,0.01266667
2002-03-18 00:00:00+00:00,0.03708609
2002-03-19 00:00:00+00:00,0.01690507
2002-03-20 00:00:00+00:00,-0.01225016
2002-03-21 00:00:00+00:00,-0.00778210
2002-03-22 00:00:00+00:00,-0.03580729
2002-03-25 00:00:00+00:00,-0.02851459
2002-03-26 00:00:00+00:00,0.02153432
2002-03-27 00:00:00+00:00,0.01731025
2002-03-28 00:00:00+00:00,0.03300330
2002-04-01 00:00:00+00:00,0.00259740
2002-04-02 00:00:00+00:00,-0.00453956
2002-04-03 00:00:00+00:00,-0.05458090
2002-04-04 00:00:00+00:00,-0.02672011
2002-04-05 00:00:00+00:00,-0.02505078
2002-04-08 00:00:00+00:00,0.00137174
2002-04-09 00:00:00+00:00,0.01096642
2002-04-10 00:00:00+00:00,-0.00681663
2002-04-11 00:00:00+00:00,-0.00273598
2002-04-12 00:00:00+00:00,-0.01575342
2002-04-15 00:00:00+00:00,-0.00276243
2002-04-16 00:00:00+00:00,0.02697095
2002-04-17 00:00:00+00:00,0.02728513
2002-04-18 00:00:00+00:00,-0.02557201
2002-04-19 00:00:00+00:00,0.01567825
2002-04-22 00:00:00+00:00,0.02704530
2002-04-23 00:00:00+00:00,-0.03135424
2002-04-24 00:00:00+00:00,0.01355932
2002-04-25 00:00:00+00:00,-0.01616162
2002-04-26 00:00:00+00:00,0.01629328
2002-04-29 00:00:00+00:00,-0.00606061
2002-04-30 00:00:00+00:00,-0.00405132
2002-05-01 00:00:00+00:00,-0.02638701
2002-05-02 00:00:00+00:00,0.01714678
2002-05-03 00:00:00+00:00,-0.03059143
2002-05-06 00:00:00+00:00,-0.02486188
2002-05-07 00:00:00+00:00,0.03006993
2002-05-08 00:00:00+00:00,0.01859504
2002-05-09 00:00:00+00:00,-0.00818554
2002-05-10 00:00:00+00:00,0.02328767
2002-05-13 00:00:00+00:00,-0.00270819
2002-05-14 00:00:00+00:00,0.02033898
2002-05-15 00:00:00+00:00,0.00738255
2002-05-16 00:00:00+00:00,-0.02408027
2002-05-17 00:00:00+00:00,-0.02640487
2002-05-20 00:00:00+00:00,-0.00686342
2002-05-21 00:00:00+00:00,0.00413223
2002-05-22 00:00:00+00:00,0.00137457
